street_number,latitude,longitude,name_and_business,icon
167,-31.949723570000000,115.858725100000000,"John G. McGregor, Product Merchant",icon_1912
168,-31.950002649999900,115.859127099999000,Governer Broome Hotel - James Leslie Manager,icon_1912
169,-31.949646779999900,115.858579900000000,"Vasele Zakomas, Confectioner",icon_1912
171,-31.949576010000000,115.858440599999000,"Army & Navy Stores (Arthur C Macey, manager) Grocers",icon_1912
173,-31.949660600000000,115.858735800000000,"Samuel Goode, Clother",icon_1912
175,-31.949598540000000,115.858611499999000,J Loong & co. Green Grocers,icon_1912
176,-31.949837330000000,115.859171000000000,"Hedley J Hollway, Tobacconist (R)",icon_1912
177,-31.949498060000000,115.858509700000000,"Mrs M. A Vila, A.N.A cafe",icon_1912
178,-31.949686450000000,115.859109100000000,Davies-Franklin Cycle Agency. Alfred Craig (manager) ,icon_1912
181,-31.949544889999900,115.858679600000000,"Max Bercov, Butcher",icon_1912
182,-31.949611820000000,115.859164300000000,"Edward Baker, Furniture Maker",icon_1912
183,-31.949510539999900,115.858606100000000,"Alla J. Butt, Watchmaker",icon_1912
184,-31.949639879999900,115.859283199999000,"Evazeles Florias, Oyster Saloon",icon_1912
185,-31.949449200000000,115.858552600000000,"Guildford Bee Co. Martin Pickett, Manager",icon_1912
186,-31.949644780000000,115.859382299999000,"Rosmanish Romeo, Wine Saloon",icon_1912
187,-31.949445269999900,115.858714800000000,"William Young, Tailor & Jas. Foster, Oil &Colour Merchant",icon_1912
189,-31.949238650000000,115.858669199999000,"Harry T. Dermer, Stationer",icon_1912
190,-31.949521010000000,115.859512400000000,"Chris Douglas, Fruiterer",icon_1912
191,-31.949210839999900,115.858756400000000,"L. Con, Draper",icon_1912
192,-31.949549170000000,115.859329600000000,"William Brown, Sadler",icon_1912
193,-31.949248550000000,115.858964000000000,"William J Riley, Tobacconist & Hairdresser",icon_1912
194,-31.949416710000000,115.859286999999000,"Arthur E. Stephenson, Furniture Dealer",icon_1912
195,-31.949201089999900,115.858877100000000,"Albert Weaver, Bootmaker",icon_1912
196,-31.949438789999900,115.859447399999000,"Alex Teplitzky, Clother ",icon_1912
198,-31.949337740000000,115.859453300000000,"Perth Coffee Palace. William Jones, R",icon_1912
199,-31.949209130000000,115.859016999999000,"Mrs Alice Loy, Pastry Cook",icon_1912
200,-31.949243289999900,115.859423699999000,"Anthony Picone, Confectioner",icon_1912
201,-31.949116090000000,115.859095500000000,"Sidney J. Kembrey, Leather & Grindery",icon_1912
202,-31.949264889999900,115.859625100000000,"David Rosen, Pawn Broker",icon_1912
